set_piece_type,delivery_type,delivery_zone,defensive_scheme,num_defenders_box,num_attackers_box,aerial_threat,second_ball_runners,near_post_decoy,gk_screen,blocker_action,taker_foot_matches,runner_from_deep,overload_far_post,second_wave_runner,quick_delivery,dummy_run,xg,second_ball_won
free_kick_central,short,six_yard,High Zonal,9,4,10,2,0,0,0,1,0,1,0,0,0,0.158,1
play_restart,outswinger,six_yard,High Zonal,6,1,1,4,0,0,1,0,1,0,1,0,1,0.1051,1
play_restart,long,central,Deep Zonal,11,1,2,4,0,0,0,0,1,1,0,0,0,0.048,0
corner,driven,far_post,High Zonal,6,4,4,3,0,0,0,0,1,1,1,1,0,0.1477,1
free_kick_wide,driven,six_yard,Man-to-Man,8,3,4,1,0,1,1,1,0,1,1,0,0,0.2173,1
throw_in,outswinger,wide_channel,Man-to-Man,3,5,10,4,1,1,0,1,0,0,0,1,1,0.1559,1
corner,long,penalty_spot,Deep Zonal,4,6,4,1,0,0,1,0,1,0,1,1,0,0.1589,1
free_kick_wide,inswinger,far_post,Deep Zonal,4,1,4,4,0,0,0,1,0,0,0,0,0,0.0866,1
corner,straight,edge_box,High Zonal,3,7,3,0,1,1,0,0,1,1,0,0,0,0.1382,1
corner,inswinger,wide_channel,Deep Zonal,10,7,4,2,0,0,0,0,1,0,0,1,0,0.0904,1
penalty,inswinger,far_post,Deep Zonal,8,5,3,1,0,1,0,0,0,0,0,1,1,0.7327,1
throw_in,short,near_post,High Zonal,10,3,7,2,0,0,1,0,0,1,0,1,1,0.1131,1
throw_in,driven,six_yard,Man-to-Man,5,2,8,3,0,0,0,0,0,1,0,1,0,0.1252,1
goal_kick,inswinger,edge_box,Deep Zonal,3,2,8,4,0,0,1,0,1,0,1,1,1,0.1027,1
free_kick_wide,short,near_post,Man-to-Man,5,5,9,0,0,0,0,0,0,0,0,0,0,0.0936,1
corner,short,central,Man-to-Man,3,1,7,2,0,1,1,1,1,1,0,0,1,0.1928,1
corner,lofted,penalty_spot,High Zonal,5,7,7,0,0,0,0,1,0,0,1,0,1,0.1791,0
corner,long,edge_box,Hybrid,3,2,4,2,0,0,0,0,0,0,0,1,0,0.0676,1
free_kick_wide,inswinger,edge_box,High Zonal,4,6,10,4,0,0,0,0,1,1,1,0,0,0.1597,1
corner,inswinger,near_post,Man-to-Man,8,6,10,1,1,0,0,0,0,1,1,0,0,0.1649,1
corner,short,central,Hybrid,11,3,1,1,1,0,1,0,0,1,0,0,1,0.0667,0
corner,outswinger,edge_box,Man-to-Man,5,4,4,1,0,0,1,1,0,0,0,0,0,0.0886,1
throw_in,lofted,near_post,Man-to-Man,11,5,7,4,0,1,0,0,0,1,0,0,0,0.1024,0
throw_in,lofted,far_post,Deep Zonal,9,6,3,4,0,1,0,1,0,0,0,0,0,0.0645,1
play_restart,lofted,penalty_spot,High Zonal,4,1,6,4,1,1,0,1,0,0,1,1,0,0.1801,1
goal_kick,outswinger,central,Man-to-Man,3,2,9,1,0,0,0,1,0,0,0,0,1,0.1459,1
penalty,long,edge_box,Hybrid,4,2,9,1,0,0,0,0,1,0,0,0,0,0.7337,0
corner,long,near_post,Hybrid,9,3,10,0,0,0,1,1,0,0,1,0,0,0.1258,1
penalty,inswinger,edge_box,High Zonal,9,5,7,0,0,0,0,1,0,1,0,0,0,0.7143,0
corner,outswinger,penalty_spot,High Zonal,10,3,10,3,0,1,0,0,1,0,0,0,1,0.1551,0
free_kick_wide,outswinger,far_post,Hybrid,7,4,7,2,0,1,1,0,1,1,0,0,1,0.1719,0
free_kick_wide,straight,six_yard,Man-to-Man,3,4,6,4,1,0,0,1,0,0,0,0,0,0.2101,1
free_kick_wide,lofted,central,Deep Zonal,11,1,3,3,0,1,1,0,1,0,1,1,1,0.1374,1
corner,driven,six_yard,High Zonal,10,1,9,4,1,1,0,1,0,0,0,0,0,0.1528,0
throw_in,outswinger,central,Deep Zonal,9,2,3,0,0,0,1,0,0,0,0,0,1,0.0356,0
goal_kick,short,wide_channel,High Zonal,11,1,2,3,0,0,1,1,0,0,1,0,1,0.005,1
goal_kick,inswinger,near_post,High Zonal,5,6,8,0,1,0,0,1,0,1,1,0,0,0.1435,1
throw_in,outswinger,penalty_spot,High Zonal,7,7,9,1,0,0,1,1,0,0,1,0,0,0.1402,1
free_kick_central,inswinger,near_post,Hybrid,7,4,10,2,0,1,1,1,1,0,0,0,0,0.1766,1
corner,short,far_post,High Zonal,5,5,8,2,0,0,1,0,0,0,1,0,0,0.1309,1
throw_in,long,near_post,Man-to-Man,11,1,10,1,0,1,0,0,1,0,0,0,0,0.1201,1
penalty,driven,central,Deep Zonal,8,1,4,0,1,0,0,1,0,1,1,0,1,0.7627,0
corner,driven,near_post,Hybrid,11,5,2,0,1,1,0,0,1,0,1,1,0,0.1526,0
free_kick_wide,inswinger,near_post,High Zonal,5,6,3,1,1,0,1,0,0,0,1,1,0,0.1397,1
play_restart,long,edge_box,Hybrid,7,7,2,3,0,0,0,0,0,1,0,0,0,0.0648,1
throw_in,inswinger,far_post,High Zonal,11,3,8,4,1,0,1,1,0,0,1,1,0,0.0762,1
free_kick_central,straight,near_post,Hybrid,4,3,5,1,0,0,0,0,0,0,0,0,0,0.1426,0
throw_in,short,wide_channel,High Zonal,7,6,5,4,0,0,1,1,0,0,1,0,0,0.0365,1
free_kick_wide,inswinger,edge_box,High Zonal,10,1,10,4,1,0,0,0,1,0,0,0,0,0.0827,1
free_kick_central,inswinger,central,High Zonal,10,7,10,1,0,0,0,1,0,1,0,0,0,0.1969,1
corner,outswinger,far_post,Hybrid,9,3,2,0,0,0,1,1,1,0,1,1,0,0.0679,1
free_kick_wide,inswinger,far_post,Deep Zonal,8,1,9,1,0,1,0,0,1,0,1,1,0,0.1202,1
throw_in,lofted,penalty_spot,Deep Zonal,3,6,7,0,0,0,0,0,0,1,1,1,0,0.1118,0
corner,outswinger,six_yard,Hybrid,5,7,8,4,1,0,1,1,0,1,0,0,0,0.2161,1
goal_kick,short,penalty_spot,Deep Zonal,10,4,10,4,1,0,0,0,1,0,1,1,0,0.1241,1
corner,lofted,wide_channel,Man-to-Man,7,2,4,1,1,0,0,1,1,1,0,0,1,0.1004,1
throw_in,short,edge_box,Deep Zonal,6,2,9,2,1,0,0,1,0,0,0,0,0,0.0813,0
throw_in,straight,wide_channel,High Zonal,10,3,8,1,0,0,0,1,0,0,0,0,0,0.036,0
throw_in,lofted,penalty_spot,Hybrid,6,4,7,0,1,1,1,1,0,0,0,1,0,0.19,0
throw_in,outswinger,edge_box,Deep Zonal,6,5,8,1,0,1,0,0,0,0,0,0,0,0.0888,1
play_restart,inswinger,edge_box,Hybrid,6,5,8,0,1,1,0,0,1,1,1,0,0,0.1655,1
free_kick_central,short,edge_box,Deep Zonal,6,6,5,2,1,0,0,1,0,1,1,0,0,0.1168,1
throw_in,straight,near_post,Hybrid,7,2,10,2,1,0,0,0,0,0,0,0,0,0.0904,1
throw_in,driven,near_post,High Zonal,11,2,1,1,1,0,0,0,0,1,0,0,0,0.0706,0
corner,inswinger,central,Man-to-Man,11,7,2,3,0,0,1,1,0,0,0,0,0,0.1659,0
corner,short,central,Deep Zonal,6,1,8,3,1,0,0,1,0,1,0,0,0,0.1258,1
free_kick_wide,long,wide_channel,Hybrid,6,4,5,2,0,0,0,1,0,0,1,1,1,0.0732,1
corner,lofted,edge_box,Deep Zonal,10,3,3,1,0,0,0,0,1,1,1,0,1,0.0324,1
free_kick_wide,inswinger,near_post,Hybrid,8,6,6,1,0,0,1,1,1,1,0,0,0,0.149,1
free_kick_wide,outswinger,far_post,Deep Zonal,4,3,2,2,0,0,1,0,0,0,0,0,0,0.0889,1
throw_in,lofted,central,Deep Zonal,7,1,1,3,1,0,1,1,0,0,1,0,1,0.0514,0
corner,short,six_yard,Man-to-Man,10,3,1,1,0,0,1,1,0,0,0,0,0,0.1018,0
goal_kick,inswinger,wide_channel,Man-to-Man,6,1,9,3,0,0,0,1,1,0,1,1,0,0.1071,1
free_kick_wide,inswinger,near_post,Deep Zonal,8,2,4,1,0,0,0,1,1,0,0,1,0,0.0749,0
throw_in,driven,far_post,High Zonal,9,4,10,2,0,0,1,1,0,0,0,0,0,0.0948,0
corner,short,wide_channel,High Zonal,4,7,6,1,0,1,1,0,1,0,0,0,0,0.0865,1
free_kick_central,short,edge_box,Man-to-Man,11,2,4,0,1,1,0,1,1,1,0,0,0,0.1288,0
corner,driven,six_yard,High Zonal,3,6,1,2,1,0,1,1,1,0,0,0,1,0.1798,1
throw_in,outswinger,central,Man-to-Man,4,4,2,3,0,1,1,1,1,1,0,0,1,0.1927,1
free_kick_wide,inswinger,central,Hybrid,5,7,6,2,0,1,0,1,0,0,0,0,0,0.1758,1
play_restart,short,edge_box,Hybrid,3,4,7,3,0,1,1,0,0,0,0,0,0,0.1088,1
free_kick_wide,driven,near_post,Man-to-Man,8,1,9,0,1,1,1,1,0,1,0,0,0,0.1925,0
penalty,outswinger,six_yard,Deep Zonal,7,3,2,0,0,0,0,0,1,0,0,1,0,0.7257,0
corner,long,edge_box,Man-to-Man,6,1,6,4,0,0,0,0,1,0,1,0,0,0.0909,1
throw_in,inswinger,central,High Zonal,11,2,1,2,0,0,0,0,0,1,0,0,0,0.0508,1
free_kick_central,inswinger,far_post,Hybrid,5,4,6,1,0,0,1,1,0,0,1,0,0,0.1387,1
free_kick_wide,lofted,edge_box,High Zonal,10,7,2,3,0,0,0,0,0,1,1,0,0,0.0898,1
corner,inswinger,wide_channel,Man-to-Man,8,5,3,3,1,0,0,0,0,0,1,0,1,0.1101,1
corner,inswinger,central,Deep Zonal,9,3,5,4,0,0,0,0,0,0,0,0,0,0.0995,1
corner,driven,edge_box,High Zonal,11,5,5,4,0,0,0,0,0,1,1,0,0,0.0678,1
play_restart,straight,central,High Zonal,5,2,2,1,0,0,0,1,0,0,0,1,1,0.133,1
free_kick_wide,straight,wide_channel,Man-to-Man,4,1,7,0,0,0,0,1,1,1,0,1,0,0.1227,0
corner,driven,edge_box,Man-to-Man,10,6,5,2,0,0,0,0,0,0,0,1,0,0.0748,0
play_restart,inswinger,near_post,High Zonal,8,6,9,0,0,0,0,0,0,0,0,1,0,0.1364,0
corner,long,edge_box,High Zonal,4,5,7,2,0,0,0,1,0,0,0,0,0,0.1484,1
free_kick_wide,outswinger,edge_box,Man-to-Man,11,4,9,0,0,0,1,1,0,0,0,0,1,0.1528,1
throw_in,inswinger,edge_box,Man-to-Man,9,4,1,3,1,1,0,0,0,0,0,1,0,0.0649,1
kick_off,long,central,Deep Zonal,7,3,5,4,1,0,1,0,0,0,0,0,0,0.1233,1
throw_in,outswinger,edge_box,High Zonal,4,7,9,1,1,0,1,1,1,0,1,1,0,0.1492,1
free_kick_central,driven,six_yard,High Zonal,11,4,2,2,0,0,0,0,1,0,1,1,0,0.1296,1
play_restart,lofted,central,High Zonal,7,7,3,4,0,1,0,1,0,0,1,0,0,0.1366,1
corner,driven,central,High Zonal,8,1,8,1,0,0,0,1,0,0,1,1,0,0.1242,0
play_restart,outswinger,six_yard,Man-to-Man,3,3,1,3,0,1,1,1,0,0,1,0,0,0.1349,1
goal_kick,outswinger,penalty_spot,Deep Zonal,9,2,10,0,0,0,0,1,0,0,0,0,0,0.0853,0
play_restart,driven,far_post,High Zonal,10,1,10,3,0,0,0,0,0,1,0,1,0,0.087,1
corner,straight,six_yard,Man-to-Man,10,7,10,0,1,0,1,0,0,0,0,1,0,0.168,1
corner,long,near_post,Man-to-Man,6,1,8,0,0,0,1,1,1,0,0,0,0,0.1484,1
throw_in,driven,six_yard,High Zonal,4,4,10,2,0,1,1,1,1,0,1,0,0,0.1894,1
free_kick_central,outswinger,far_post,Man-to-Man,6,2,10,4,0,0,0,0,0,0,0,1,0,0.1317,1
free_kick_central,inswinger,near_post,High Zonal,8,1,3,3,1,0,1,0,1,0,0,0,0,0.1221,1
play_restart,short,wide_channel,Man-to-Man,5,7,2,2,0,1,0,0,0,0,0,0,0,0.0824,1
throw_in,short,edge_box,Deep Zonal,8,3,9,1,0,0,1,1,1,1,1,0,0,0.0848,1
free_kick_wide,outswinger,central,High Zonal,11,3,5,2,0,0,1,0,0,0,1,1,0,0.1253,1
free_kick_wide,short,wide_channel,Hybrid,4,2,1,1,0,0,0,1,1,0,1,0,0,0.0685,1
corner,driven,wide_channel,High Zonal,5,5,5,0,0,1,0,0,1,1,1,0,1,0.1476,1
corner,straight,six_yard,Hybrid,7,7,1,4,0,1,0,1,1,0,1,1,0,0.1429,1
corner,outswinger,near_post,Deep Zonal,4,3,6,2,0,0,0,0,1,0,0,0,0,0.1016,1
goal_kick,long,central,Man-to-Man,9,6,7,4,1,0,1,0,1,1,1,0,0,0.1779,1
throw_in,driven,edge_box,Man-to-Man,3,3,1,2,0,1,1,1,0,0,0,0,0,0.1164,1
free_kick_central,lofted,wide_channel,Deep Zonal,3,4,2,1,1,1,0,1,1,0,1,0,0,0.1682,0
free_kick_wide,inswinger,central,Man-to-Man,6,6,10,0,0,0,0,1,0,0,0,0,0,0.1516,1
throw_in,driven,far_post,Deep Zonal,6,7,4,3,0,0,0,0,1,1,0,1,0,0.0912,1
goal_kick,long,near_post,Man-to-Man,9,5,1,3,0,0,1,1,0,1,0,0,0,0.0641,0
kick_off,long,far_post,High Zonal,4,3,1,4,0,0,0,1,0,1,0,0,0,0.0443,1
penalty,outswinger,penalty_spot,Deep Zonal,10,4,4,1,1,0,1,0,1,0,1,0,0,0.7458,1
goal_kick,inswinger,near_post,High Zonal,4,7,1,1,0,0,0,0,0,0,0,0,0,0.077,1
free_kick_central,short,penalty_spot,Deep Zonal,11,3,2,1,0,0,0,1,1,0,0,0,0,0.11,1
free_kick_central,outswinger,penalty_spot,High Zonal,7,4,3,0,0,1,0,0,0,1,0,0,0,0.1801,0
kick_off,outswinger,far_post,Deep Zonal,9,6,8,4,0,0,0,1,1,1,1,0,0,0.0813,1
free_kick_wide,lofted,six_yard,Hybrid,3,6,6,1,0,0,1,1,0,0,0,1,0,0.1865,1
free_kick_wide,inswinger,near_post,Deep Zonal,9,4,8,0,1,0,1,0,0,1,0,0,0,0.1508,1
free_kick_wide,lofted,near_post,Deep Zonal,6,7,4,0,0,0,0,1,0,0,1,1,0,0.0768,0
free_kick_central,short,far_post,Hybrid,7,7,1,1,0,0,1,0,0,0,1,0,1,0.1098,1
penalty,driven,penalty_spot,High Zonal,3,4,6,0,0,0,1,0,0,0,0,0,0,0.7644,1
throw_in,outswinger,central,Man-to-Man,8,2,10,4,1,0,1,1,0,0,0,0,0,0.132,1
free_kick_wide,short,wide_channel,Man-to-Man,11,2,7,4,1,0,0,0,0,0,1,0,0,0.0956,1
corner,short,central,Deep Zonal,11,1,3,4,1,0,0,0,1,0,1,0,1,0.1142,0
kick_off,lofted,central,Deep Zonal,10,2,1,4,0,0,0,1,0,0,1,1,0,0.0257,1
free_kick_wide,inswinger,six_yard,Man-to-Man,9,1,1,0,0,1,1,1,1,0,0,0,0,0.1466,0
play_restart,outswinger,wide_channel,Deep Zonal,4,3,9,3,1,0,0,0,0,1,1,0,1,0.1007,1
corner,lofted,penalty_spot,Deep Zonal,6,7,3,4,1,0,1,1,0,1,1,0,0,0.1972,1
penalty,inswinger,near_post,Man-to-Man,3,2,1,4,0,0,1,1,0,0,0,0,0,0.7348,1
free_kick_central,short,central,Deep Zonal,5,3,4,2,1,1,0,1,0,0,1,0,1,0.1759,1
goal_kick,inswinger,central,Hybrid,5,3,9,4,1,1,0,1,0,1,0,1,0,0.1758,1
corner,inswinger,far_post,Deep Zonal,9,4,5,0,1,0,0,1,0,0,0,0,1,0.1157,0
kick_off,short,edge_box,Man-to-Man,3,4,10,3,1,0,0,1,1,0,1,0,1,0.1271,1
free_kick_central,short,far_post,Man-to-Man,11,5,6,1,1,1,0,0,1,0,1,0,0,0.1515,1
throw_in,short,penalty_spot,Hybrid,9,1,10,4,1,0,0,0,1,0,1,0,1,0.1155,0
free_kick_central,straight,edge_box,Deep Zonal,9,3,3,4,0,0,0,1,1,1,0,1,0,0.1071,1
corner,long,central,High Zonal,8,7,6,4,0,0,1,0,0,0,0,1,1,0.1454,1
free_kick_central,lofted,central,Deep Zonal,5,7,5,0,1,1,0,0,0,0,1,0,0,0.2141,1
corner,outswinger,six_yard,Man-to-Man,7,1,8,1,0,0,0,0,0,1,1,1,0,0.1561,1
free_kick_wide,outswinger,near_post,Deep Zonal,8,5,2,1,1,0,1,1,1,0,1,1,0,0.1287,1
throw_in,outswinger,near_post,Hybrid,10,1,2,4,0,0,0,1,1,0,1,0,0,0.0924,1
free_kick_central,long,near_post,High Zonal,9,4,3,3,0,1,0,1,1,0,0,0,0,0.1088,1
corner,outswinger,penalty_spot,Deep Zonal,10,1,10,4,0,0,0,0,0,0,1,0,0,0.0962,0
corner,long,penalty_spot,Hybrid,7,6,9,4,0,0,0,1,0,0,1,0,0,0.1503,1
corner,straight,penalty_spot,Hybrid,6,7,1,1,0,1,0,1,1,0,0,0,1,0.1671,1
corner,short,far_post,High Zonal,10,1,5,0,0,0,1,1,1,0,0,1,0,0.1019,1
throw_in,driven,far_post,Hybrid,8,3,6,3,0,0,0,0,0,1,0,1,1,0.1012,0
corner,short,central,Deep Zonal,6,2,9,3,1,0,0,0,0,0,0,0,1,0.1282,1
kick_off,straight,six_yard,Man-to-Man,6,2,5,1,1,0,0,1,0,0,0,1,0,0.0977,1
corner,outswinger,wide_channel,High Zonal,8,6,8,3,0,0,1,1,0,0,1,1,1,0.1432,1
corner,short,penalty_spot,High Zonal,8,1,8,1,0,0,0,1,1,0,0,0,0,0.1174,0
kick_off,outswinger,central,Man-to-Man,6,1,6,3,1,0,0,1,0,1,1,0,0,0.1224,1
corner,driven,edge_box,Deep Zonal,4,3,8,3,0,0,0,1,0,0,0,0,1,0.1174,0
free_kick_wide,straight,central,High Zonal,11,3,1,3,1,1,1,1,0,1,0,0,0,0.0997,1
play_restart,inswinger,central,Man-to-Man,5,7,4,0,0,1,1,0,1,1,1,0,0,0.1765,1
play_restart,outswinger,wide_channel,High Zonal,4,3,9,4,1,0,1,1,1,0,0,0,0,0.0847,1
throw_in,short,central,Hybrid,5,4,2,3,0,0,1,0,1,0,0,1,1,0.1081,1
corner,lofted,near_post,High Zonal,10,1,6,1,1,0,1,0,0,0,1,1,0,0.0642,0
throw_in,outswinger,penalty_spot,High Zonal,4,3,8,2,0,0,0,1,0,0,1,0,0,0.1604,1
play_restart,outswinger,penalty_spot,Deep Zonal,9,2,6,1,1,0,1,1,1,0,0,0,1,0.1224,1
play_restart,straight,penalty_spot,Deep Zonal,6,3,10,0,0,0,1,1,0,1,1,1,0,0.1304,1
corner,lofted,near_post,Man-to-Man,8,3,9,2,0,0,0,1,0,0,0,0,0,0.1604,0
free_kick_wide,driven,edge_box,High Zonal,9,1,1,3,1,1,0,0,1,1,0,0,1,0.1127,1
free_kick_wide,inswinger,central,Hybrid,5,4,6,3,0,0,0,0,1,0,0,0,1,0.1717,0
corner,short,wide_channel,Deep Zonal,6,4,8,4,0,0,1,0,1,0,0,0,1,0.0667,1
throw_in,driven,central,Man-to-Man,10,4,8,3,0,1,0,1,0,1,0,0,0,0.1239,1
corner,long,near_post,Hybrid,11,3,6,0,1,0,1,1,0,0,0,1,0,0.1055,0
free_kick_wide,straight,penalty_spot,Hybrid,10,4,5,1,0,0,0,0,0,1,0,0,0,0.1044,0
corner,long,central,Man-to-Man,5,6,4,2,0,0,0,1,0,0,0,0,0,0.1277,1
free_kick_central,short,penalty_spot,High Zonal,5,2,4,4,0,1,0,1,1,1,1,1,1,0.2006,1
corner,outswinger,central,Man-to-Man,11,2,1,0,0,0,0,1,1,0,1,0,0,0.0855,0
free_kick_wide,inswinger,far_post,Deep Zonal,9,5,9,4,0,0,0,1,0,0,0,1,0,0.082,1
corner,straight,near_post,Man-to-Man,4,1,8,1,0,0,0,1,1,1,1,0,0,0.1495,1
play_restart,inswinger,far_post,High Zonal,8,3,3,3,0,0,1,1,0,1,0,0,0,0.0908,1
corner,straight,near_post,Man-to-Man,5,5,2,2,0,0,1,0,0,0,1,0,0,0.0997,0
free_kick_central,driven,central,Hybrid,4,5,6,4,0,0,0,0,1,0,0,0,0,0.2114,1
corner,driven,central,Man-to-Man,4,6,9,1,1,0,0,1,0,0,0,0,1,0.2112,1
corner,inswinger,six_yard,Hybrid,6,4,10,2,0,0,0,1,0,0,0,0,0,0.1469,1
corner,inswinger,edge_box,High Zonal,5,4,3,3,0,0,0,1,1,0,0,0,0,0.105,0
corner,long,near_post,Man-to-Man,10,1,5,0,0,0,0,1,0,1,0,1,0,0.0486,1
corner,straight,near_post,High Zonal,4,6,6,1,1,0,0,0,0,1,0,1,1,0.1378,1
free_kick_central,inswinger,near_post,High Zonal,4,2,6,3,0,0,1,1,1,0,1,0,1,0.1888,1
throw_in,driven,central,Hybrid,8,6,3,3,0,0,0,1,0,0,0,0,0,0.1303,1
corner,outswinger,far_post,High Zonal,6,5,9,3,0,0,1,0,0,0,0,1,0,0.1191,1
free_kick_central,inswinger,far_post,Deep Zonal,4,7,8,0,0,0,1,1,1,0,0,0,0,0.1773,1
throw_in,long,wide_channel,High Zonal,3,7,9,1,0,1,0,1,1,0,0,1,0,0.1403,1
corner,short,edge_box,Deep Zonal,3,3,2,4,0,0,0,1,0,0,1,0,0,0.0667,1
free_kick_wide,straight,near_post,High Zonal,5,3,7,4,1,1,0,1,0,0,1,0,0,0.1317,1
corner,long,near_post,Deep Zonal,5,7,4,2,0,0,1,1,1,0,0,0,1,0.1093,1
corner,lofted,near_post,Man-to-Man,8,7,8,2,0,1,1,0,1,0,0,1,0,0.2217,1
free_kick_central,inswinger,near_post,Man-to-Man,9,5,6,0,1,0,0,1,0,1,0,0,0,0.1414,1
play_restart,short,far_post,Hybrid,4,7,6,3,1,1,1,1,1,1,0,0,0,0.1871,1
play_restart,outswinger,near_post,High Zonal,6,5,6,0,1,0,0,0,0,0,0,0,0,0.1118,1
play_restart,straight,near_post,Deep Zonal,7,1,3,0,0,1,0,0,0,0,0,0,1,0.0608,1
free_kick_wide,straight,near_post,Man-to-Man,4,4,6,2,0,0,0,1,0,0,0,0,1,0.1438,1
corner,straight,edge_box,High Zonal,7,3,9,4,0,0,0,1,1,0,1,0,0,0.1449,1
free_kick_wide,inswinger,near_post,High Zonal,3,1,1,4,1,0,1,1,0,0,0,0,0,0.1353,1
corner,driven,wide_channel,Deep Zonal,5,4,2,2,1,0,0,0,0,1,0,0,0,0.0913,0
corner,straight,far_post,Hybrid,9,4,1,2,0,0,1,1,0,0,0,1,1,0.1258,0
corner,driven,central,Man-to-Man,5,6,5,2,0,1,0,1,0,1,1,0,0,0.2037,1
free_kick_central,straight,far_post,Man-to-Man,9,6,3,2,0,0,0,1,0,0,0,1,0,0.0972,1
free_kick_wide,driven,far_post,Man-to-Man,3,3,6,3,1,0,0,1,0,1,1,1,1,0.139,1
corner,short,far_post,Hybrid,7,7,1,3,0,1,0,0,0,1,0,0,1,0.1113,1
throw_in,straight,far_post,Man-to-Man,11,4,2,2,1,1,0,0,1,0,0,0,0,0.074,0
free_kick_wide,long,central,Man-to-Man,7,4,3,1,1,1,0,0,0,1,0,1,0,0.1679,0
goal_kick,driven,central,Deep Zonal,10,2,7,4,0,0,0,0,1,0,1,0,0,0.0807,1
corner,straight,near_post,Hybrid,5,7,1,3,1,1,0,0,1,0,0,0,0,0.1746,1
free_kick_central,straight,edge_box,High Zonal,4,3,6,2,0,0,0,1,1,0,1,0,0,0.1352,1
corner,short,penalty_spot,Deep Zonal,7,2,6,1,1,1,0,0,0,0,0,0,0,0.1223,0
free_kick_central,short,edge_box,Deep Zonal,5,6,4,2,0,0,0,0,0,0,0,0,1,0.0803,1
corner,straight,wide_channel,High Zonal,9,7,2,4,0,0,1,1,1,0,1,0,0,0.0916,1
corner,long,far_post,Man-to-Man,6,2,8,1,0,0,1,1,1,1,1,0,0,0.1201,1
throw_in,straight,six_yard,Hybrid,9,5,5,4,0,0,0,0,0,1,0,0,0,0.1069,1
corner,straight,far_post,High Zonal,3,7,6,1,1,0,0,1,0,0,1,1,1,0.1533,1
corner,short,far_post,Hybrid,6,5,8,0,1,0,0,1,0,0,0,0,0,0.1107,1
play_restart,lofted,penalty_spot,Hybrid,5,4,1,0,1,0,0,0,1,1,0,0,0,0.1438,0
corner,outswinger,central,Hybrid,9,5,8,0,0,0,0,1,1,0,1,0,0,0.1394,1
penalty,outswinger,central,High Zonal,4,1,1,1,0,0,0,1,1,0,0,0,0,0.7528,0
penalty,inswinger,far_post,Hybrid,7,7,6,3,0,0,0,0,1,0,1,0,0,0.7746,1
corner,long,near_post,Deep Zonal,6,4,1,2,0,0,0,1,1,0,1,0,0,0.1001,1
free_kick_central,straight,central,Man-to-Man,9,1,1,3,0,0,0,1,1,0,0,0,0,0.1099,0
corner,straight,edge_box,Deep Zonal,6,3,5,0,0,1,1,1,0,0,0,0,1,0.1285,1
throw_in,outswinger,far_post,Man-to-Man,9,3,6,3,0,0,1,1,0,0,0,1,0,0.0819,1
corner,driven,near_post,Man-to-Man,3,7,4,3,1,0,1,0,0,0,0,1,1,0.152,1
corner,straight,near_post,Hybrid,9,7,3,2,0,0,0,0,0,1,0,1,0,0.1018,1
free_kick_wide,short,wide_channel,Deep Zonal,8,3,2,3,1,1,1,1,0,1,0,0,0,0.1245,1
kick_off,inswinger,wide_channel,High Zonal,4,2,6,0,0,0,1,1,0,0,1,0,0,0.079,1
goal_kick,inswinger,penalty_spot,Man-to-Man,3,1,5,2,0,1,1,0,0,0,0,0,0,0.1483,1
play_restart,inswinger,central,Hybrid,5,4,10,3,0,0,0,1,0,0,0,0,1,0.1171,1
throw_in,straight,central,High Zonal,11,4,5,0,1,0,0,0,0,0,0,0,0,0.1412,1
throw_in,straight,central,Hybrid,5,4,6,0,1,1,1,0,0,0,1,1,0,0.1276,1
free_kick_central,outswinger,edge_box,Hybrid,7,2,10,3,0,0,0,1,0,1,0,0,0,0.1418,1
kick_off,outswinger,penalty_spot,Man-to-Man,7,6,10,2,0,1,1,1,1,0,0,1,0,0.1973,1
free_kick_central,inswinger,edge_box,Hybrid,5,4,5,1,1,0,0,1,1,1,0,0,0,0.1654,1
free_kick_wide,straight,central,Deep Zonal,7,7,3,1,0,0,0,1,0,1,0,0,0,0.1376,1
throw_in,inswinger,six_yard,High Zonal,4,2,4,4,1,0,0,1,1,0,0,0,1,0.1698,1
penalty,inswinger,far_post,Man-to-Man,9,2,3,1,0,0,1,1,0,0,0,0,0,0.7605,1
corner,inswinger,far_post,Man-to-Man,4,5,5,1,1,1,0,1,0,0,0,0,0,0.2007,1
free_kick_wide,long,far_post,Hybrid,8,5,2,4,0,1,0,1,1,0,0,0,0,0.0986,1
free_kick_wide,lofted,penalty_spot,High Zonal,5,3,5,1,0,0,1,0,1,0,0,0,0,0.1491,1
goal_kick,short,six_yard,High Zonal,8,4,1,2,1,1,1,1,1,0,1,0,1,0.1199,1
free_kick_wide,inswinger,far_post,Man-to-Man,7,4,10,1,0,0,1,1,0,0,1,0,0,0.1284,1
goal_kick,lofted,wide_channel,Deep Zonal,8,5,1,2,0,0,0,0,0,1,0,0,1,0.0527,1
free_kick_central,lofted,far_post,High Zonal,8,5,9,1,0,0,0,1,1,0,0,1,1,0.1652,0
goal_kick,straight,central,Man-to-Man,5,2,10,4,0,1,0,1,0,1,1,0,0,0.1674,1
corner,inswinger,central,High Zonal,8,1,10,0,0,0,1,1,0,0,1,1,1,0.1792,0
play_restart,long,near_post,Hybrid,5,2,5,2,0,1,0,1,1,0,0,0,0,0.1364,1
free_kick_central,lofted,six_yard,Deep Zonal,6,1,8,3,0,0,1,0,0,0,1,0,1,0.1306,1
